ID,visit_date,visitors
"restaurant_ 159",2017-01-29,14
"restaurant_ 159",2017-01-30,40
"restaurant_ 159",2017-01-31,11
"restaurant_ 159",2017-02-01,8
"restaurant_ 159",2017-02-02,9
"restaurant_ 159",2017-02-03,12
"restaurant_ 159",2017-02-04,7
"restaurant_ 159",2017-02-05,23
"restaurant_ 159",2017-02-06,8
"restaurant_ 159",2017-02-07,13
"restaurant_ 159",2017-02-08,12
"restaurant_ 159",2017-02-09,9
"restaurant_ 159",2017-02-10,8
"restaurant_ 159",2017-02-11,25
"restaurant_ 159",2017-02-12,19
"restaurant_ 159",2017-02-13,8
"restaurant_ 159",2017-02-14,19
"restaurant_ 159",2017-02-15,17
"restaurant_ 159",2017-02-16,6
"restaurant_ 159",2017-02-17,23
"restaurant_ 159",2017-02-18,7
"restaurant_ 159",2017-02-19,27
"restaurant_ 159",2017-02-20,7
"restaurant_ 159",2017-02-21,9
"restaurant_ 159",2017-02-22,11
"restaurant_ 159",2017-02-23,7
"restaurant_ 159",2017-02-24,8
"restaurant_ 159",2017-02-25,13
"restaurant_ 159",2017-02-26,12
"restaurant_ 159",2017-02-27,18
"restaurant_ 159",2017-02-28,14
"restaurant_ 159",2017-03-01,3
"restaurant_ 159",2017-03-02,2
"restaurant_ 159",2017-03-03,44
"restaurant_ 159",2017-03-04,123
"restaurant_ 159",2017-03-05,32
"restaurant_ 159",2017-03-06,5
"restaurant_ 159",2017-03-07,6
"restaurant_ 159",2017-03-08,17
"restaurant_ 159",2017-03-09,26
"restaurant_ 159",2017-03-10,7
"restaurant_ 159",2017-03-11,46
"restaurant_ 159",2017-03-12,4
"restaurant_ 159",2017-03-13,9
"restaurant_ 159",2017-03-14,22
"restaurant_ 159",2017-03-15,32
"restaurant_ 159",2017-03-16,7
"restaurant_ 159",2017-03-17,23
"restaurant_ 159",2017-03-18,63
"restaurant_ 159",2017-03-19,4
"restaurant_ 159",2017-03-20,7
"restaurant_ 159",2017-03-21,11
"restaurant_ 159",2017-03-22,36
"restaurant_ 159",2017-03-24,98
"restaurant_ 159",2017-03-25,14
"restaurant_ 159",2017-03-26,7
"restaurant_ 159",2017-03-27,3
"restaurant_ 159",2017-03-29,37
"restaurant_ 159",2017-03-30,43
"restaurant_ 159",2017-03-31,22
"restaurant_ 189",2017-01-04,12
"restaurant_ 189",2017-01-05,35
"restaurant_ 189",2017-01-06,36
"restaurant_ 189",2017-01-10,34
"restaurant_ 189",2017-01-11,27
"restaurant_ 189",2017-01-12,18
"restaurant_ 189",2017-01-13,20
"restaurant_ 189",2017-01-14,4
"restaurant_ 189",2017-01-16,56
"restaurant_ 189",2017-01-17,33
"restaurant_ 189",2017-01-18,15
"restaurant_ 189",2017-01-19,42
"restaurant_ 189",2017-01-20,34
"restaurant_ 189",2017-01-23,32
"restaurant_ 189",2017-01-24,6
"restaurant_ 189",2017-01-25,37
"restaurant_ 189",2017-01-26,43
"restaurant_ 189",2017-01-27,5
"restaurant_ 189",2017-01-29,10
"restaurant_ 189",2017-01-30,9
"restaurant_ 189",2017-01-31,34
"restaurant_ 189",2017-02-01,12
"restaurant_ 189",2017-02-02,38
"restaurant_ 189",2017-02-03,45
"restaurant_ 189",2017-02-06,25
"restaurant_ 189",2017-02-07,23
"restaurant_ 189",2017-02-08,36
"restaurant_ 189",2017-02-09,26
"restaurant_ 189",2017-02-10,40
"restaurant_ 189",2017-02-14,2
"restaurant_ 189",2017-02-15,39
"restaurant_ 189",2017-02-16,1
"restaurant_ 189",2017-02-17,40
"restaurant_ 189",2017-02-18,2
"restaurant_ 189",2017-02-20,29
"restaurant_ 189",2017-02-21,14
"restaurant_ 189",2017-02-22,29
"restaurant_ 189",2017-02-23,31
"restaurant_ 189",2017-02-24,31
"restaurant_ 189",2017-02-27,19
"restaurant_ 189",2017-02-28,31
"restaurant_ 189",2017-03-01,36
"restaurant_ 189",2017-03-02,24
"restaurant_ 189",2017-03-03,46
"restaurant_ 189",2017-03-04,1
"restaurant_ 189",2017-03-06,35
"restaurant_ 189",2017-03-07,5
"restaurant_ 189",2017-03-08,35
"restaurant_ 189",2017-03-09,32
"restaurant_ 189",2017-03-10,39
"restaurant_ 189",2017-03-11,21
"restaurant_ 189",2017-03-13,43
"restaurant_ 189",2017-03-14,25
"restaurant_ 189",2017-03-15,28
"restaurant_ 189",2017-03-16,40
"restaurant_ 189",2017-03-17,40
"restaurant_ 189",2017-03-21,25
"restaurant_ 189",2017-03-22,40
"restaurant_ 189",2017-03-23,37
"restaurant_ 189",2017-03-24,44
"restaurant_ 189",2017-03-25,1
"restaurant_ 189",2017-03-27,29
"restaurant_ 189",2017-03-28,16
"restaurant_ 189",2017-03-29,42
"restaurant_ 189",2017-03-30,34
"restaurant_ 189",2017-03-31,33
"restaurant_ 38",2017-01-07,18
"restaurant_ 38",2017-01-08,11
"restaurant_ 38",2017-01-09,20
"restaurant_ 38",2017-01-10,17
"restaurant_ 38",2017-01-11,27
"restaurant_ 38",2017-01-12,5
"restaurant_ 38",2017-01-13,12
"restaurant_ 38",2017-01-14,38
"restaurant_ 38",2017-01-15,21
"restaurant_ 38",2017-01-16,16
"restaurant_ 38",2017-01-18,7
"restaurant_ 38",2017-01-19,28
"restaurant_ 38",2017-01-20,25
"restaurant_ 38",2017-01-21,14
"restaurant_ 38",2017-01-22,29
"restaurant_ 38",2017-01-23,8
"restaurant_ 38",2017-01-24,8
"restaurant_ 38",2017-01-25,14
"restaurant_ 38",2017-01-26,23
"restaurant_ 38",2017-01-27,22
"restaurant_ 38",2017-01-28,33
"restaurant_ 38",2017-01-29,17
"restaurant_ 38",2017-01-30,14
"restaurant_ 38",2017-01-31,1
"restaurant_ 38",2017-02-01,8
"restaurant_ 38",2017-02-02,4
"restaurant_ 38",2017-02-03,25
"restaurant_ 38",2017-02-04,16
"restaurant_ 38",2017-02-05,12
"restaurant_ 38",2017-02-06,8
"restaurant_ 38",2017-02-07,21
"restaurant_ 38",2017-02-08,21
"restaurant_ 38",2017-02-09,19
"restaurant_ 38",2017-02-10,19
"restaurant_ 38",2017-02-11,31
"restaurant_ 38",2017-02-12,37
"restaurant_ 38",2017-02-13,13
"restaurant_ 38",2017-02-14,9
"restaurant_ 38",2017-02-15,33
"restaurant_ 38",2017-02-16,5
"restaurant_ 38",2017-02-17,18
"restaurant_ 38",2017-02-18,27
"restaurant_ 38",2017-02-19,38
"restaurant_ 38",2017-02-20,15
"restaurant_ 38",2017-02-21,6
"restaurant_ 38",2017-02-22,24
"restaurant_ 38",2017-02-23,11
"restaurant_ 38",2017-02-24,118
"restaurant_ 38",2017-02-25,31
"restaurant_ 38",2017-02-26,25
"restaurant_ 38",2017-02-27,11
"restaurant_ 38",2017-02-28,6
"restaurant_ 38",2017-03-01,6
"restaurant_ 38",2017-03-02,6
"restaurant_ 38",2017-03-03,28
"restaurant_ 38",2017-03-04,31
"restaurant_ 38",2017-03-05,26
"restaurant_ 38",2017-03-06,12
"restaurant_ 38",2017-03-07,14
"restaurant_ 38",2017-03-08,6
"restaurant_ 38",2017-03-09,13
"restaurant_ 38",2017-03-10,29
"restaurant_ 38",2017-03-11,34
"restaurant_ 38",2017-03-12,34
"restaurant_ 38",2017-03-13,18
"restaurant_ 38",2017-03-14,7
"restaurant_ 38",2017-03-15,15
"restaurant_ 38",2017-03-16,13
"restaurant_ 38",2017-03-17,27
"restaurant_ 38",2017-03-18,27
"restaurant_ 38",2017-03-19,25
"restaurant_ 38",2017-03-20,18
"restaurant_ 38",2017-03-21,17
"restaurant_ 38",2017-03-22,28
"restaurant_ 38",2017-03-23,27
"restaurant_ 38",2017-03-24,20
"restaurant_ 38",2017-03-25,34
"restaurant_ 38",2017-03-26,22
"restaurant_ 38",2017-03-27,25
"restaurant_ 38",2017-03-28,6
"restaurant_ 38",2017-03-29,20
"restaurant_ 38",2017-03-30,14
"restaurant_ 817",2017-01-07,6
"restaurant_ 817",2017-01-08,11
"restaurant_ 817",2017-01-09,9
"restaurant_ 817",2017-01-10,3
"restaurant_ 817",2017-01-11,5
"restaurant_ 817",2017-01-12,2
"restaurant_ 817",2017-01-13,12
"restaurant_ 817",2017-01-14,8
"restaurant_ 817",2017-01-16,7
"restaurant_ 817",2017-01-17,7
"restaurant_ 817",2017-01-18,16
"restaurant_ 817",2017-01-19,2
"restaurant_ 817",2017-01-20,10
"restaurant_ 817",2017-01-21,7
"restaurant_ 817",2017-01-23,8
"restaurant_ 817",2017-01-24,3
"restaurant_ 817",2017-01-25,4
"restaurant_ 817",2017-01-26,8
"restaurant_ 817",2017-01-27,14
"restaurant_ 817",2017-01-28,6
"restaurant_ 817",2017-01-29,2
"restaurant_ 817",2017-01-30,5
"restaurant_ 817",2017-01-31,17
"restaurant_ 817",2017-02-01,4
"restaurant_ 817",2017-02-02,1
"restaurant_ 817",2017-02-03,9
"restaurant_ 817",2017-02-04,16
"restaurant_ 817",2017-02-05,2
"restaurant_ 817",2017-02-06,11
"restaurant_ 817",2017-02-07,6
"restaurant_ 817",2017-02-08,2
"restaurant_ 817",2017-02-09,2
"restaurant_ 817",2017-02-10,5
"restaurant_ 817",2017-02-11,5
"restaurant_ 817",2017-02-13,10
"restaurant_ 817",2017-02-14,6
"restaurant_ 817",2017-02-15,8
"restaurant_ 817",2017-02-16,5
"restaurant_ 817",2017-02-17,2
"restaurant_ 817",2017-02-18,7
"restaurant_ 817",2017-02-20,2
"restaurant_ 817",2017-02-21,2
"restaurant_ 817",2017-02-22,10
"restaurant_ 817",2017-02-23,5
"restaurant_ 817",2017-02-24,5
"restaurant_ 817",2017-02-25,5
"restaurant_ 817",2017-02-26,7
"restaurant_ 817",2017-02-27,5
"restaurant_ 817",2017-02-28,7
"restaurant_ 817",2017-03-01,7
"restaurant_ 817",2017-03-02,13
"restaurant_ 817",2017-03-04,3
"restaurant_ 817",2017-03-05,6
"restaurant_ 817",2017-03-06,7
"restaurant_ 817",2017-03-07,4
"restaurant_ 817",2017-03-08,8
"restaurant_ 817",2017-03-09,8
"restaurant_ 817",2017-03-10,10
"restaurant_ 817",2017-03-11,5
"restaurant_ 817",2017-03-13,4
"restaurant_ 817",2017-03-14,9
"restaurant_ 817",2017-03-15,8
"restaurant_ 817",2017-03-16,5
"restaurant_ 817",2017-03-17,13
"restaurant_ 817",2017-03-18,8
"restaurant_ 817",2017-03-20,6
"restaurant_ 817",2017-03-21,5
"restaurant_ 817",2017-03-22,5
"restaurant_ 817",2017-03-23,2
"restaurant_ 817",2017-03-24,9
"restaurant_ 817",2017-03-25,5
"restaurant_ 817",2017-03-26,5
"restaurant_ 817",2017-03-27,10
"restaurant_ 817",2017-03-28,3
"restaurant_ 817",2017-03-29,7
"restaurant_ 817",2017-03-30,2
"restaurant_ 817",2017-03-31,4
"restaurant_ 630",2017-01-04,3
"restaurant_ 630",2017-01-05,8
"restaurant_ 630",2017-01-06,40
"restaurant_ 630",2017-01-07,9
"restaurant_ 630",2017-01-08,5
"restaurant_ 630",2017-01-10,33
"restaurant_ 630",2017-01-11,1
"restaurant_ 630",2017-01-12,33
"restaurant_ 630",2017-01-13,38
"restaurant_ 630",2017-01-14,6
"restaurant_ 630",2017-01-15,9
"restaurant_ 630",2017-01-16,24
"restaurant_ 630",2017-01-17,34
"restaurant_ 630",2017-01-18,30
"restaurant_ 630",2017-01-19,11
"restaurant_ 630",2017-01-20,37
"restaurant_ 630",2017-01-21,15
"restaurant_ 630",2017-01-22,1
"restaurant_ 630",2017-01-23,26
"restaurant_ 630",2017-01-24,30
"restaurant_ 630",2017-01-25,27
"restaurant_ 630",2017-01-26,31
"restaurant_ 630",2017-01-27,37
"restaurant_ 630",2017-01-28,13
"restaurant_ 630",2017-01-29,3
"restaurant_ 630",2017-01-30,31
"restaurant_ 630",2017-01-31,33
"restaurant_ 630",2017-02-01,7
"restaurant_ 630",2017-02-02,30
"restaurant_ 630",2017-02-03,51
"restaurant_ 630",2017-02-04,4
"restaurant_ 630",2017-02-05,5
"restaurant_ 630",2017-02-06,14
"restaurant_ 630",2017-02-07,11
"restaurant_ 630",2017-02-08,61
"restaurant_ 630",2017-02-09,32
"restaurant_ 630",2017-02-10,27
"restaurant_ 630",2017-02-11,3
"restaurant_ 630",2017-02-12,13
"restaurant_ 630",2017-02-13,31
"restaurant_ 630",2017-02-14,32
"restaurant_ 630",2017-02-15,21
"restaurant_ 630",2017-02-16,10
"restaurant_ 630",2017-02-17,56
"restaurant_ 630",2017-02-18,1
"restaurant_ 630",2017-02-19,8
"restaurant_ 630",2017-02-20,1
"restaurant_ 630",2017-02-21,28
"restaurant_ 630",2017-02-22,33
"restaurant_ 630",2017-02-23,37
"restaurant_ 630",2017-02-24,6
"restaurant_ 630",2017-02-25,32
"restaurant_ 630",2017-02-26,4
"restaurant_ 630",2017-02-27,29
"restaurant_ 630",2017-02-28,36
"restaurant_ 630",2017-03-01,8
"restaurant_ 630",2017-03-02,53
"restaurant_ 630",2017-03-03,34
"restaurant_ 630",2017-03-04,6
"restaurant_ 630",2017-03-05,3
"restaurant_ 630",2017-03-06,30
"restaurant_ 630",2017-03-07,29
"restaurant_ 630",2017-03-08,52
"restaurant_ 630",2017-03-09,37
"restaurant_ 630",2017-03-10,20
"restaurant_ 630",2017-03-11,8
"restaurant_ 630",2017-03-12,2
"restaurant_ 630",2017-03-13,25
"restaurant_ 630",2017-03-14,27
"restaurant_ 630",2017-03-15,27
"restaurant_ 630",2017-03-16,7
"restaurant_ 630",2017-03-17,56
"restaurant_ 630",2017-03-18,5
"restaurant_ 630",2017-03-19,3
"restaurant_ 630",2017-03-21,25
"restaurant_ 630",2017-03-22,23
"restaurant_ 630",2017-03-23,33
"restaurant_ 630",2017-03-25,25
"restaurant_ 630",2017-03-26,21
"restaurant_ 630",2017-03-27,3
"restaurant_ 630",2017-03-28,18
"restaurant_ 630",2017-03-29,41
"restaurant_ 630",2017-03-30,19
"restaurant_ 630",2017-03-31,28
"restaurant_ 827",2017-01-05,45
"restaurant_ 827",2017-01-06,29
"restaurant_ 827",2017-01-07,13
"restaurant_ 827",2017-01-08,32
"restaurant_ 827",2017-01-09,17
"restaurant_ 827",2017-01-10,7
"restaurant_ 827",2017-01-11,32
"restaurant_ 827",2017-01-12,55
"restaurant_ 827",2017-01-13,11
"restaurant_ 827",2017-01-14,23
"restaurant_ 827",2017-01-15,22
"restaurant_ 827",2017-01-16,32
"restaurant_ 827",2017-01-17,31
"restaurant_ 827",2017-01-18,8
"restaurant_ 827",2017-01-19,33
"restaurant_ 827",2017-01-20,12
"restaurant_ 827",2017-01-21,52
"restaurant_ 827",2017-01-22,78
"restaurant_ 827",2017-01-23,32
"restaurant_ 827",2017-01-24,4
"restaurant_ 827",2017-01-25,26
"restaurant_ 827",2017-01-26,13
"restaurant_ 827",2017-01-27,22
"restaurant_ 827",2017-01-28,21
"restaurant_ 827",2017-01-29,30
"restaurant_ 827",2017-01-30,16
"restaurant_ 827",2017-01-31,13
"restaurant_ 827",2017-02-01,7
"restaurant_ 827",2017-02-02,8
"restaurant_ 827",2017-02-03,23
"restaurant_ 827",2017-02-04,27
"restaurant_ 827",2017-02-05,15
"restaurant_ 827",2017-02-06,16
"restaurant_ 827",2017-02-07,9
"restaurant_ 827",2017-02-08,28
"restaurant_ 827",2017-02-09,32
"restaurant_ 827",2017-02-10,23
"restaurant_ 827",2017-02-11,1
"restaurant_ 827",2017-02-12,28
"restaurant_ 827",2017-02-13,20
"restaurant_ 827",2017-02-14,18
"restaurant_ 827",2017-02-15,18
"restaurant_ 827",2017-02-16,40
"restaurant_ 827",2017-02-17,9
"restaurant_ 827",2017-02-18,20
"restaurant_ 827",2017-02-19,31
"restaurant_ 827",2017-02-20,12
"restaurant_ 827",2017-02-21,12
"restaurant_ 827",2017-02-22,39
"restaurant_ 827",2017-02-23,30
"restaurant_ 827",2017-02-24,30
"restaurant_ 827",2017-02-25,15
"restaurant_ 827",2017-02-26,48
"restaurant_ 827",2017-02-27,31
"restaurant_ 827",2017-02-28,30
"restaurant_ 827",2017-03-01,13
"restaurant_ 827",2017-03-02,18
"restaurant_ 827",2017-03-03,35
"restaurant_ 827",2017-03-04,15
"restaurant_ 827",2017-03-05,60
"restaurant_ 827",2017-03-06,12
"restaurant_ 827",2017-03-07,1
"restaurant_ 827",2017-03-08,15
"restaurant_ 827",2017-03-09,11
"restaurant_ 827",2017-03-10,75
"restaurant_ 827",2017-03-11,29
"restaurant_ 827",2017-03-12,30
"restaurant_ 827",2017-03-13,16
"restaurant_ 827",2017-03-14,7
"restaurant_ 827",2017-03-15,23
"restaurant_ 827",2017-03-16,27
"restaurant_ 827",2017-03-17,18
"restaurant_ 827",2017-03-18,42
"restaurant_ 827",2017-03-19,9
"restaurant_ 827",2017-03-20,20
"restaurant_ 827",2017-03-21,12
"restaurant_ 827",2017-03-22,24
"restaurant_ 827",2017-03-23,33
"restaurant_ 827",2017-03-24,31
"restaurant_ 827",2017-03-25,27
"restaurant_ 827",2017-03-26,43
"restaurant_ 827",2017-03-27,7
"restaurant_ 827",2017-03-28,16
"restaurant_ 827",2017-03-29,27
"restaurant_ 827",2017-03-30,24
"restaurant_ 827",2017-03-31,15
"restaurant_ 145",2017-01-05,15
"restaurant_ 145",2017-01-06,20
"restaurant_ 145",2017-01-07,6
"restaurant_ 145",2017-01-10,11
"restaurant_ 145",2017-01-11,21
"restaurant_ 145",2017-01-12,23
"restaurant_ 145",2017-01-13,16
"restaurant_ 145",2017-01-14,11
"restaurant_ 145",2017-01-15,22
"restaurant_ 145",2017-01-16,17
"restaurant_ 145",2017-01-17,13
"restaurant_ 145",2017-01-18,10
"restaurant_ 145",2017-01-19,20
"restaurant_ 145",2017-01-20,8
"restaurant_ 145",2017-01-21,7
"restaurant_ 145",2017-01-22,7
"restaurant_ 145",2017-01-24,22
"restaurant_ 145",2017-01-25,24
"restaurant_ 145",2017-01-26,18
"restaurant_ 145",2017-01-27,8
"restaurant_ 145",2017-01-28,42
"restaurant_ 145",2017-01-30,19
"restaurant_ 145",2017-01-31,20
"restaurant_ 145",2017-02-01,12
"restaurant_ 145",2017-02-02,15
"restaurant_ 145",2017-02-03,16
"restaurant_ 145",2017-02-04,24
"restaurant_ 145",2017-02-06,10
"restaurant_ 145",2017-02-07,19
"restaurant_ 145",2017-02-08,22
"restaurant_ 145",2017-02-09,16
"restaurant_ 145",2017-02-10,12
"restaurant_ 145",2017-02-11,7
"restaurant_ 145",2017-02-12,23
"restaurant_ 145",2017-02-14,19
"restaurant_ 145",2017-02-15,20
"restaurant_ 145",2017-02-16,19
"restaurant_ 145",2017-02-17,9
"restaurant_ 145",2017-02-18,19
"restaurant_ 145",2017-02-20,16
"restaurant_ 145",2017-02-21,14
"restaurant_ 145",2017-02-22,23
"restaurant_ 145",2017-02-23,16
"restaurant_ 145",2017-02-24,20
"restaurant_ 145",2017-02-25,8
"restaurant_ 145",2017-02-26,10
"restaurant_ 145",2017-02-28,19
"restaurant_ 145",2017-03-01,19
"restaurant_ 145",2017-03-02,19
"restaurant_ 145",2017-03-03,19
"restaurant_ 145",2017-03-04,10
"restaurant_ 145",2017-03-06,9
"restaurant_ 145",2017-03-07,24
"restaurant_ 145",2017-03-08,16
"restaurant_ 145",2017-03-09,16
"restaurant_ 145",2017-03-10,17
"restaurant_ 145",2017-03-11,12
"restaurant_ 145",2017-03-12,22
"restaurant_ 145",2017-03-14,3
"restaurant_ 145",2017-03-15,27
"restaurant_ 145",2017-03-16,28
"restaurant_ 145",2017-03-17,26
"restaurant_ 145",2017-03-21,17
"restaurant_ 145",2017-03-23,25
"restaurant_ 145",2017-03-24,18
"restaurant_ 145",2017-03-25,8
"restaurant_ 145",2017-03-28,15
"restaurant_ 145",2017-03-29,19
"restaurant_ 145",2017-03-30,17
"restaurant_ 145",2017-03-31,23
"restaurant_ 481",2017-01-03,27
"restaurant_ 481",2017-01-04,14
"restaurant_ 481",2017-01-05,45
"restaurant_ 481",2017-01-06,30
"restaurant_ 481",2017-01-07,18
"restaurant_ 481",2017-01-08,39
"restaurant_ 481",2017-01-09,25
"restaurant_ 481",2017-01-10,25
"restaurant_ 481",2017-01-11,13
"restaurant_ 481",2017-01-12,33
"restaurant_ 481",2017-01-13,99
"restaurant_ 481",2017-01-14,55
"restaurant_ 481",2017-01-15,19
"restaurant_ 481",2017-01-16,30
"restaurant_ 481",2017-01-17,17
"restaurant_ 481",2017-01-18,22
"restaurant_ 481",2017-01-19,27
"restaurant_ 481",2017-01-20,10
"restaurant_ 481",2017-01-21,12
"restaurant_ 481",2017-01-22,43
"restaurant_ 481",2017-01-23,21
"restaurant_ 481",2017-01-24,17
"restaurant_ 481",2017-01-25,23
"restaurant_ 481",2017-01-26,25
"restaurant_ 481",2017-01-27,23
"restaurant_ 481",2017-01-28,49
"restaurant_ 481",2017-01-29,28
"restaurant_ 481",2017-01-30,27
"restaurant_ 481",2017-01-31,49
"restaurant_ 481",2017-02-01,14
"restaurant_ 481",2017-02-02,37
"restaurant_ 481",2017-02-03,18
"restaurant_ 481",2017-02-04,30
"restaurant_ 481",2017-02-05,17
"restaurant_ 481",2017-02-06,26
"restaurant_ 481",2017-02-07,28
"restaurant_ 481",2017-02-08,12
"restaurant_ 481",2017-02-09,19
"restaurant_ 481",2017-02-10,65
"restaurant_ 481",2017-02-11,16
"restaurant_ 481",2017-02-12,17
"restaurant_ 481",2017-02-13,66
"restaurant_ 481",2017-02-14,23
"restaurant_ 481",2017-02-15,22
"restaurant_ 481",2017-02-16,18
"restaurant_ 481",2017-02-17,44
"restaurant_ 481",2017-02-18,27
"restaurant_ 481",2017-02-19,14
"restaurant_ 481",2017-02-20,12
"restaurant_ 481",2017-02-21,10
"restaurant_ 481",2017-02-22,14
"restaurant_ 481",2017-02-23,54
"restaurant_ 481",2017-02-24,33
"restaurant_ 481",2017-02-25,21
"restaurant_ 481",2017-02-26,28
"restaurant_ 481",2017-02-27,19
"restaurant_ 481",2017-02-28,34
"restaurant_ 481",2017-03-01,42
"restaurant_ 481",2017-03-02,30
"restaurant_ 481",2017-03-03,56
"restaurant_ 481",2017-03-04,44
"restaurant_ 481",2017-03-05,18
"restaurant_ 481",2017-03-06,49
"restaurant_ 481",2017-03-07,60
"restaurant_ 481",2017-03-08,30
"restaurant_ 481",2017-03-09,38
"restaurant_ 481",2017-03-10,26
"restaurant_ 481",2017-03-11,34
"restaurant_ 481",2017-03-12,59
"restaurant_ 481",2017-03-13,51
"restaurant_ 481",2017-03-14,19
"restaurant_ 481",2017-03-15,44
"restaurant_ 481",2017-03-16,24
"restaurant_ 481",2017-03-17,48
"restaurant_ 481",2017-03-18,24
"restaurant_ 481",2017-03-19,64
"restaurant_ 481",2017-03-20,21
"restaurant_ 481",2017-03-21,51
"restaurant_ 481",2017-03-22,15
"restaurant_ 481",2017-03-23,63
"restaurant_ 481",2017-03-24,56
"restaurant_ 481",2017-03-25,42
"restaurant_ 481",2017-03-26,21
"restaurant_ 481",2017-03-27,30
"restaurant_ 481",2017-03-28,25
"restaurant_ 481",2017-03-29,17
"restaurant_ 481",2017-03-30,50
"restaurant_ 481",2017-03-31,43
"restaurant_ 425",2017-01-05,40
"restaurant_ 425",2017-01-06,22
"restaurant_ 425",2017-01-07,29
"restaurant_ 425",2017-01-10,11
"restaurant_ 425",2017-01-11,38
"restaurant_ 425",2017-01-12,33
"restaurant_ 425",2017-01-13,54
"restaurant_ 425",2017-01-14,17
"restaurant_ 425",2017-01-16,18
"restaurant_ 425",2017-01-17,6
"restaurant_ 425",2017-01-18,33
"restaurant_ 425",2017-01-19,25
"restaurant_ 425",2017-01-20,54
"restaurant_ 425",2017-01-21,25
"restaurant_ 425",2017-01-23,2
"restaurant_ 425",2017-01-24,40
"restaurant_ 425",2017-01-25,51
"restaurant_ 425",2017-01-26,25
"restaurant_ 425",2017-01-27,18
"restaurant_ 425",2017-01-28,59
"restaurant_ 425",2017-01-30,7
"restaurant_ 425",2017-01-31,43
"restaurant_ 425",2017-02-01,27
"restaurant_ 425",2017-02-02,48
"restaurant_ 425",2017-02-03,29
"restaurant_ 425",2017-02-04,39
"restaurant_ 425",2017-02-06,21
"restaurant_ 425",2017-02-07,35
"restaurant_ 425",2017-02-08,41
"restaurant_ 425",2017-02-09,42
"restaurant_ 425",2017-02-10,35
"restaurant_ 425",2017-02-11,13
"restaurant_ 425",2017-02-13,18
"restaurant_ 425",2017-02-14,27
"restaurant_ 425",2017-02-15,21
"restaurant_ 425",2017-02-16,55
"restaurant_ 425",2017-02-17,27
"restaurant_ 425",2017-02-18,35
"restaurant_ 425",2017-02-20,39
"restaurant_ 425",2017-02-21,19
"restaurant_ 425",2017-02-22,38
"restaurant_ 425",2017-02-23,38
"restaurant_ 425",2017-02-24,28
"restaurant_ 425",2017-02-25,36
"restaurant_ 425",2017-02-27,9
"restaurant_ 425",2017-02-28,49
"restaurant_ 425",2017-03-01,46
"restaurant_ 425",2017-03-02,25
"restaurant_ 425",2017-03-03,40
"restaurant_ 425",2017-03-04,38
"restaurant_ 425",2017-03-06,6
"restaurant_ 425",2017-03-07,18
"restaurant_ 425",2017-03-08,45
"restaurant_ 425",2017-03-09,18
"restaurant_ 425",2017-03-10,51
"restaurant_ 425",2017-03-11,12
"restaurant_ 425",2017-03-13,21
"restaurant_ 425",2017-03-14,34
"restaurant_ 425",2017-03-15,45
"restaurant_ 425",2017-03-16,47
"restaurant_ 425",2017-03-17,53
"restaurant_ 425",2017-03-18,18
"restaurant_ 425",2017-03-21,38
"restaurant_ 425",2017-03-22,31
"restaurant_ 425",2017-03-23,30
"restaurant_ 425",2017-03-24,47
"restaurant_ 425",2017-03-25,28
"restaurant_ 425",2017-03-27,31
"restaurant_ 425",2017-03-28,23
"restaurant_ 425",2017-03-29,18
"restaurant_ 425",2017-03-30,55
"restaurant_ 425",2017-03-31,44
"restaurant_ 368",2017-01-01,54
"restaurant_ 368",2017-01-02,29
"restaurant_ 368",2017-01-03,20
"restaurant_ 368",2017-01-05,9
"restaurant_ 368",2017-01-06,15
"restaurant_ 368",2017-01-07,20
"restaurant_ 368",2017-01-08,13
"restaurant_ 368",2017-01-09,19
"restaurant_ 368",2017-01-10,1
"restaurant_ 368",2017-01-11,10
"restaurant_ 368",2017-01-12,10
"restaurant_ 368",2017-01-13,13
"restaurant_ 368",2017-01-14,25
"restaurant_ 368",2017-01-15,18
"restaurant_ 368",2017-01-16,7
"restaurant_ 368",2017-01-18,13
"restaurant_ 368",2017-01-19,12
"restaurant_ 368",2017-01-20,11
"restaurant_ 368",2017-01-21,17
"restaurant_ 368",2017-01-22,21
"restaurant_ 368",2017-01-23,8
"restaurant_ 368",2017-01-25,10
"restaurant_ 368",2017-01-26,12
"restaurant_ 368",2017-01-27,18
"restaurant_ 368",2017-01-28,29
"restaurant_ 368",2017-01-29,18
"restaurant_ 368",2017-01-30,14
"restaurant_ 368",2017-02-01,15
"restaurant_ 368",2017-02-02,15
"restaurant_ 368",2017-02-03,13
"restaurant_ 368",2017-02-04,17
"restaurant_ 368",2017-02-05,21
"restaurant_ 368",2017-02-06,21
"restaurant_ 368",2017-02-08,18
"restaurant_ 368",2017-02-09,13
"restaurant_ 368",2017-02-10,29
"restaurant_ 368",2017-02-11,30
"restaurant_ 368",2017-02-12,23
"restaurant_ 368",2017-02-13,19
"restaurant_ 368",2017-02-14,23
"restaurant_ 368",2017-02-15,8
"restaurant_ 368",2017-02-16,17
"restaurant_ 368",2017-02-17,24
"restaurant_ 368",2017-02-18,15
"restaurant_ 368",2017-02-19,19
"restaurant_ 368",2017-02-20,6
"restaurant_ 368",2017-02-22,17
"restaurant_ 368",2017-02-23,17
"restaurant_ 368",2017-02-24,19
"restaurant_ 368",2017-02-25,19
"restaurant_ 368",2017-02-26,29
